Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
26584,1,6,3,2,N,K,Y,B,B,E,3,H,B,10,3,A,K,N,67,10,N,4,A,2,31,1,18,4,N,N,A,3,1
26587,2,15,13,5,B,H,Y,B,B,B,12,B,B,20,1,A,B,N,70,23,N,12,A,1,34,1,14,6,Y,N,A,2,1
26589,7,11,23,2,B,I,Y,C,D,E,12,H,B,10,1,D,K,Y,95,33,Y,18,A,1,25,2,12,6,Y,Y,D,1,1
26592,1,6,18,2,B,I,Y,B,B,E,3,H,B,20,1,A,K,N,75,10,N,7,A,1,40,1,12,6,Y,N,C,1,1
26593,4,2,19,4,C,K,Y,B,B,E,7,H,B,20,2,A,M,N,49,12,N,12,A,2,25,1,23,1,Y,N,E,1,5
26596,1,19,2,2,B,H,Y,B,B,E,3,J,B,15,2,A,N,N,43,11,N,1,B,2,40,1,17,6,Y,N,E,2,1
26598,10,7,17,6,B,I,Y,B,B,E,3,J,B,20,1,A,R,N,29,9,N,16,A,2,37,1,21,4,Y,N,C,1,2
26599,1,12,19,1,B,H,Y,B,B,D,8,B,B,10,3,A,A,Y,73,13,N,16,A,1,22,1,18,3,Y,Y,D,1,11
26600,3,12,19,3,N,H,Y,B,B,E,12,J,B,10,1,A,R,N,95,10,Y,11,E,1,31,1,1,5,Y,N,D,1,10
26602,1,7,5,2,N,A,N,B,B,D,7,L,B,15,1,A,G,N,46,7,N,3,B,1,37,1,4,4,Y,N,E,1,1
26605,4,10,19,3,N,H,N,B,B,E,3,H,B,10,1,A,K,N,50,24,N,3,B,2,40,1,1,4,Y,N,E,2,1
26606,1,5,14,3,S,A,N,B,B,D,3,B,B,10,2,A,B,N,47,8,N,3,A,3,40,1,25,7,Y,N,E,3,1
26608,4,3,18,1,B,I,Y,B,B,E,12,H,B,10,2,A,K,N,46,15,N,15,A,2,34,1,19,3,Y,N,C,2,5
26609,7,9,9,4,N,B,N,B,B,D,3,B,B,10,1,A,E,N,28,9,Y,9,B,1,40,1,17,4,N,N,A,2,1
26612,1,9,7,1,N,H,N,B,B,D,8,B,B,20,1,A,B,N,87,15,N,8,B,1,40,1,13,5,Y,N,C,3,1
26613,2,15,3,2,N,K,N,B,B,E,12,J,B,10,1,A,R,N,19,11,N,6,A,2,37,1,18,6,N,N,E,4,3
26615,1,16,18,2,B,H,N,B,B,D,8,B,B,15,1,A,B,Y,96,10,N,18,A,2,31,1,24,3,Y,Y,E,2,7
26616,4,19,7,1,N,K,N,B,B,E,3,H,B,10,1,A,M,N,21,15,N,5,A,2,40,1,16,2,N,N,A,2,2
26621,16,16,8,4,W,A,Y,B,B,D,3,L,B,5,1,A,D,Y,69,9,N,15,B,1,31,1,17,4,N,Y,A,1,1
26625,1,15,22,1,H,C,N,B,B,D,12,B,B,10,1,A,E,N,72,15,Y,4,B,1,37,1,8,5,Y,N,C,1,1
26628,5,14,21,4,N,H,N,B,B,F,12,H,B,20,3,A,R,N,19,23,N,10,B,2,40,1,23,5,Y,N,C,2,1
26629,5,2,23,2,N,H,N,B,B,E,8,H,B,15,2,A,R,N,44,19,N,17,D,2,40,1,22,7,Y,N,E,3,2
26630,10,19,16,3,N,K,N,B,D,E,12,J,C,10,1,A,K,N,53,10,N,9,C,1,40,1,20,1,Y,N,E,3,1
26633,1,11,2,1,N,C,Y,B,B,D,12,L,B,20,3,A,A,N,26,13,N,5,B,3,40,1,15,7,Y,N,E,3,1
26638,11,2,19,4,N,H,Y,B,B,E,2,H,B,15,1,A,J,N,50,13,N,17,D,1,37,1,23,5,Y,N,E,2,1
26639,2,7,20,2,S,A,N,B,B,D,12,B,B,20,2,A,I,N,46,8,N,3,B,2,31,1,11,1,Y,N,E,2,1
26640,1,6,12,2,B,K,Y,B,B,E,7,H,B,10,3,A,N,Y,85,6,Y,10,A,4,28,1,1,1,Y,Y,E,4,2
26647,1,4,7,5,N,A,Y,B,B,D,8,B,B,20,2,A,A,N,48,7,N,2,B,2,31,1,17,4,Y,N,E,2,1
26649,2,15,18,1,N,K,N,B,B,E,12,J,D,10,1,A,N,N,31,8,Y,9,A,3,40,1,16,3,N,N,A,5,8
26650,1,6,3,2,B,A,Y,B,B,D,12,B,B,10,3,A,B,N,46,10,N,5,A,2,22,1,23,6,Y,N,E,4,3
26652,4,10,8,5,N,C,N,B,D,D,3,B,B,10,3,A,I,Y,28,12,N,4,A,6,34,3,11,6,Y,Y,E,6,4
26655,2,9,10,2,G,H,N,B,B,D,3,B,B,15,1,A,B,N,95,13,N,11,A,2,31,1,21,1,Y,N,C,2,8
26656,1,8,7,1,W,C,N,B,B,D,12,L,D,20,1,A,E,N,95,22,N,7,A,2,40,1,7,3,Y,N,E,4,2
26657,1,5,19,1,C,A,Y,B,B,D,7,B,B,20,1,D,B,N,70,9,N,8,A,1,31,1,13,1,Y,N,C,2,3
26661,5,9,15,4,N,B,Y,B,B,D,7,L,B,10,1,A,A,Y,68,14,N,16,C,1,28,1,19,6,Y,Y,D,1,4
26663,5,15,15,3,N,H,Y,B,B,D,3,B,B,10,1,A,B,N,20,15,N,5,B,1,40,1,13,4,N,N,A,1,1
26664,1,19,6,4,N,H,Y,B,B,E,3,H,B,15,1,A,N,N,35,8,N,4,B,2,40,1,17,1,Y,N,E,3,1
26667,14,12,23,3,N,H,N,B,B,E,2,H,B,10,1,A,N,N,46,19,N,6,B,1,40,2,3,3,N,N,A,1,1
26669,1,2,5,3,C,A,N,B,B,D,12,B,B,10,2,N,B,N,41,9,N,5,B,1,40,1,17,4,Y,N,E,1,1
26670,15,14,18,3,B,K,Y,B,B,E,8,H,B,10,2,A,N,Y,50,19,N,13,C,2,40,1,8,7,Y,Y,E,2,1
26671,1,6,6,4,B,I,N,B,B,E,7,H,B,20,3,A,N,N,25,8,N,7,A,2,28,1,18,1,N,N,A,4,3
26672,1,5,6,2,C,H,N,B,B,E,8,H,B,20,1,N,K,N,11,8,N,4,B,1,31,1,17,2,N,N,A,1,1
26673,1,16,3,2,E,K,Y,B,B,E,12,H,B,5,1,A,N,N,30,17,N,8,A,2,40,1,13,3,N,N,C,2,1
26674,1,7,6,4,B,H,Y,B,B,E,8,J,B,15,1,A,M,N,57,8,Y,14,B,1,22,1,17,3,N,N,A,1,1
26675,3,6,18,5,B,A,N,B,B,D,8,B,B,20,3,A,B,N,85,9,N,6,B,1,40,1,18,1,N,N,A,4,1
26679,4,9,6,4,N,C,N,B,D,D,12,B,B,20,1,A,E,N,34,16,N,3,B,2,37,1,9,6,N,N,A,2,1
26682,14,19,17,3,W,H,N,B,B,D,8,B,B,10,1,A,E,N,54,12,N,10,A,2,31,1,14,4,Y,N,C,4,2
26683,1,5,4,3,B,I,N,B,B,E,8,J,B,15,1,A,M,Y,69,9,Y,10,A,2,31,1,17,4,N,Y,E,2,4
26684,11,8,5,1,N,K,N,B,B,E,12,N,B,10,3,A,R,N,93,12,Y,17,A,2,40,1,6,2,Y,N,E,2,8
26685,1,6,18,5,B,L,N,B,B,F,12,N,B,10,1,A,J,N,91,7,N,19,A,2,37,1,18,2,Y,N,E,2,4
26686,5,9,19,7,W,H,N,B,B,D,8,L,B,15,1,A,I,N,76,11,N,4,B,1,34,1,19,2,N,N,A,1,1
26688,5,17,21,2,N,K,N,B,B,E,12,H,B,15,3,A,R,N,34,12,Y,10,A,2,40,1,4,3,Y,N,E,3,7
26689,1,7,13,2,B,A,Y,B,B,D,8,L,B,10,3,A,I,N,90,8,Y,5,B,2,40,1,13,1,Y,N,E,2,1
26691,7,6,3,2,C,A,N,B,B,D,12,B,B,20,1,A,I,N,97,6,N,4,A,2,40,1,21,7,Y,N,E,2,1
26693,10,8,15,3,N,H,Y,B,B,B,2,B,B,20,1,A,I,N,76,14,Y,11,A,2,40,1,1,7,Y,N,D,2,6
26697,1,7,13,5,B,H,N,B,B,E,7,H,B,20,1,A,K,Y,85,9,N,11,B,2,37,1,17,7,Y,Y,C,4,1
26698,2,4,3,2,B,H,N,B,B,D,3,B,B,10,1,A,I,Y,54,8,Y,12,A,2,37,1,1,6,Y,Y,E,4,2
26699,2,15,15,2,N,A,Y,B,B,D,2,B,B,20,1,A,E,N,73,8,N,1,B,2,34,1,17,6,N,N,A,4,1
26704,3,16,7,5,N,K,N,B,B,E,3,H,B,15,3,A,K,N,49,8,Y,10,A,3,37,1,19,6,N,N,A,6,2
26705,1,8,19,3,B,H,Y,B,B,D,3,B,B,20,3,A,D,N,84,16,N,10,A,2,34,1,19,3,Y,N,C,3,5
26706,4,1,4,2,S,A,N,B,B,D,8,F,B,15,2,A,B,N,33,11,Y,16,C,2,25,1,21,7,N,N,E,3,1
26707,1,8,6,1,N,H,Y,B,B,E,8,J,B,15,1,A,R,N,27,11,N,19,B,1,31,1,10,6,Y,N,E,1,1
26708,4,17,5,3,B,K,N,B,B,E,3,H,B,20,1,A,K,Y,77,7,N,13,A,2,22,1,2,5,Y,Y,E,2,4
26709,1,12,2,1,G,K,Y,B,B,F,12,H,B,20,3,A,N,N,69,17,N,11,C,2,40,1,4,6,Y,N,E,2,2
26710,8,5,6,3,S,I,N,B,B,E,8,K,D,20,1,D,R,N,92,9,N,4,A,3,40,1,4,6,Y,N,E,3,1
26714,1,1,19,4,N,A,N,B,B,D,3,F,B,15,2,A,A,N,20,16,N,12,B,2,40,1,21,3,N,N,C,2,3
26716,2,8,8,4,N,K,Y,B,B,E,3,H,B,15,1,A,K,N,26,12,N,11,A,2,31,1,16,6,N,N,A,7,5
26717,1,7,2,1,B,K,N,B,B,E,7,H,B,10,1,A,K,N,31,8,N,14,A,2,40,1,1,3,N,N,B,4,2
26719,7,10,18,5,N,C,N,B,B,D,12,L,D,15,3,A,I,Y,68,12,N,17,C,2,40,1,4,1,Y,Y,E,2,1
26720,1,8,17,2,N,K,N,B,B,E,3,H,B,10,1,A,N,N,74,13,N,3,A,2,40,1,8,1,Y,N,E,3,1
26721,1,12,6,1,E,A,N,B,B,D,8,L,B,10,1,A,I,N,46,26,N,20,A,1,25,1,15,7,Y,N,D,1,12
26723,8,7,18,4,N,K,Y,B,B,E,2,H,B,20,2,A,J,N,57,7,Y,17,A,2,40,1,11,6,N,N,A,2,1
26724,2,7,14,1,B,H,N,B,B,E,7,N,B,15,1,A,N,Y,78,8,Y,6,B,1,40,1,13,3,Y,Y,E,1,1
26727,2,8,6,4,N,K,N,B,B,E,12,H,B,5,2,A,K,N,74,12,Y,13,A,2,37,1,16,7,Y,N,C,4,5
26728,2,7,3,2,C,H,Y,B,B,E,12,H,B,10,4,F,R,N,1,8,N,12,B,1,37,1,1,4,Y,N,B,1,3
26729,1,14,12,4,N,K,N,B,B,E,12,H,B,10,1,A,R,Y,79,14,N,16,A,3,40,1,10,7,Y,Y,E,5,10
26730,8,5,13,3,C,A,N,B,B,D,8,B,B,15,1,A,B,Y,64,8,Y,8,C,2,34,1,13,3,Y,Y,E,2,2
26731,1,2,19,2,C,B,N,B,D,D,3,L,B,15,3,A,E,N,46,15,N,10,A,1,25,1,22,1,Y,N,E,2,4
26733,1,7,4,3,H,K,N,B,B,E,3,H,B,15,1,A,R,N,68,7,N,14,A,2,37,1,5,7,Y,N,E,2,3
26737,4,17,16,5,B,I,N,B,B,E,3,H,B,5,2,A,R,Y,69,9,N,15,A,1,37,1,3,3,Y,Y,C,3,11
26738,1,10,18,1,N,C,Y,B,B,D,8,E,B,10,3,A,I,N,32,15,N,7,A,2,31,1,21,6,Y,N,E,2,1
26740,7,6,10,7,B,K,N,B,A,E,3,J,B,10,1,A,J,N,69,7,Y,7,A,1,40,1,20,4,Y,N,C,2,2
26742,1,9,19,4,B,C,N,B,B,D,12,B,B,15,1,A,A,N,50,10,Y,6,A,2,31,1,11,6,Y,N,C,4,1
26745,1,2,17,3,C,A,N,B,B,D,8,B,B,20,1,A,B,N,62,10,N,11,A,2,22,1,14,6,Y,N,E,2,5
26746,2,19,1,1,B,H,Y,B,B,D,7,A,B,10,3,A,I,N,15,26,N,4,B,1,37,1,8,4,Y,N,E,1,1
26747,2,8,7,5,N,H,Y,B,B,D,8,B,B,10,1,A,C,N,100,15,N,17,C,2,34,1,11,7,Y,N,E,2,1
26748,4,19,8,3,N,K,N,B,B,E,2,H,B,10,4,A,N,N,42,17,N,9,A,1,40,1,2,2,N,N,A,1,6
26749,2,11,23,2,N,C,Y,B,B,D,7,L,B,10,1,A,D,N,51,22,Y,7,A,1,28,1,17,6,N,N,A,1,3
26752,2,7,8,2,B,H,Y,B,B,E,3,H,B,15,1,A,R,N,23,6,Y,7,B,2,37,1,15,1,Y,N,E,2,1
26754,1,13,7,5,N,K,Y,B,B,E,12,J,B,15,1,A,K,N,47,10,N,4,A,2,22,1,17,4,N,N,A,2,2
26758,1,7,15,3,B,K,Y,B,D,E,8,J,B,20,1,A,N,N,100,8,Y,18,A,2,28,1,19,6,Y,N,E,2,1
26760,8,12,18,5,N,K,Y,B,B,E,3,I,B,20,1,A,K,N,55,23,Y,6,A,2,34,1,6,5,Y,N,E,3,2
26761,8,3,8,5,N,B,Y,B,B,D,7,L,B,10,1,A,A,N,58,8,Y,4,A,2,25,1,12,6,Y,N,E,2,4
26762,7,16,8,5,N,K,N,B,B,E,7,H,B,15,1,A,N,Y,92,7,Y,14,C,2,28,1,18,6,Y,Y,E,2,1
26764,8,8,17,2,W,H,N,B,B,D,3,B,B,20,1,A,E,N,83,14,Y,17,A,2,34,1,5,3,Y,N,E,2,10
26765,2,3,9,6,G,A,Y,B,B,D,7,L,B,15,3,C,F,N,92,14,N,11,A,2,28,1,17,5,N,N,D,2,1
26767,7,4,16,5,N,B,N,B,A,B,8,L,B,15,2,A,B,N,74,10,N,9,B,2,28,1,3,6,N,N,E,3,1
26770,1,19,15,4,N,C,N,B,B,D,3,B,B,20,1,A,I,N,89,9,N,5,A,2,34,1,3,1,Y,N,E,3,3
26771,7,9,7,5,W,K,Y,B,B,E,7,H,B,10,1,A,R,Y,93,10,Y,16,C,2,34,1,18,6,Y,N,E,2,1
26774,1,13,21,2,E,C,Y,B,B,D,12,L,B,10,1,D,I,N,47,25,N,9,A,3,40,1,7,5,N,N,C,3,4
26775,10,15,7,2,N,K,Y,B,B,E,8,H,B,15,1,A,M,N,44,21,Y,4,A,1,22,1,5,7,Y,N,E,1,1
26776,9,5,9,6,C,K,N,B,B,F,3,H,B,15,1,A,R,Y,88,9,Y,12,A,2,31,1,2,4,N,Y,E,2,1
26777,16,16,12,3,N,A,Y,B,B,D,7,B,D,15,1,A,I,N,48,12,N,10,B,2,31,1,1,5,N,N,D,2,1
26778,2,6,7,2,E,K,Y,B,B,E,8,I,B,20,2,A,K,N,39,9,N,6,A,1,37,1,2,6,Y,N,E,3,5
26780,7,6,14,3,B,A,N,D,B,B,8,B,B,10,3,A,B,N,50,11,Y,7,A,2,28,1,18,4,N,N,D,4,3
26781,1,3,4,2,B,A,N,B,B,D,3,B,B,20,1,A,A,N,20,6,Y,5,B,2,31,1,8,6,N,N,A,2,1
26783,1,13,9,5,S,C,Y,B,B,D,2,L,B,10,1,A,D,N,49,20,N,3,B,2,31,1,8,3,N,N,A,2,1
26785,1,19,1,1,N,B,Y,B,B,D,8,B,B,20,2,A,I,N,12,8,N,5,B,1,34,1,8,5,Y,N,B,4,1
26786,11,2,10,4,N,C,N,B,B,D,3,B,B,10,3,A,I,N,43,17,N,2,B,2,40,1,7,7,Y,N,D,2,1
26789,4,15,17,6,N,K,Y,B,B,E,3,H,B,10,1,A,M,N,41,11,N,5,A,2,37,1,11,4,Y,N,D,2,2
26795,3,8,17,7,N,K,N,B,B,E,3,H,B,10,1,A,R,N,84,10,N,17,A,1,40,1,20,7,Y,N,D,1,8
26796,10,19,19,6,B,H,Y,B,B,E,12,H,B,15,2,A,K,N,61,20,N,12,E,3,34,1,1,3,Y,N,D,4,7
26797,1,7,11,2,B,I,N,B,B,F,8,I,B,15,1,A,R,N,48,10,N,6,A,2,37,1,10,7,Y,N,E,2,1
26798,13,3,15,5,E,H,N,B,B,E,8,H,B,15,1,A,N,N,55,18,N,9,B,3,31,1,4,7,N,N,E,3,1
26801,4,14,19,1,N,A,N,B,B,D,8,L,B,10,1,A,I,N,47,11,N,11,A,2,37,1,16,6,Y,N,D,2,1
26805,1,15,18,4,B,H,Y,B,B,D,3,B,B,20,1,A,B,N,28,16,Y,14,B,2,37,1,16,1,N,N,A,3,1
26808,1,17,6,1,N,A,N,B,B,D,12,B,B,20,2,A,B,N,42,8,N,5,B,1,22,1,12,4,N,N,A,1,1
26809,4,17,13,6,B,B,N,B,B,D,8,B,B,20,1,A,B,N,44,7,N,9,A,1,22,1,16,3,N,N,A,2,7
26810,2,14,18,2,W,C,N,B,B,D,8,A,B,20,1,A,I,N,27,12,Y,12,B,3,22,1,11,6,Y,N,E,3,1
26814,1,7,16,1,B,J,N,B,B,E,8,J,B,20,3,A,R,N,92,8,N,17,A,2,40,1,1,7,Y,N,E,2,11
26815,5,7,15,3,N,A,Y,B,B,D,12,A,B,15,1,A,I,N,82,7,Y,9,A,2,40,1,11,1,Y,N,E,2,2
26820,1,5,15,4,C,K,N,B,B,F,8,H,B,15,4,A,J,N,92,8,N,12,A,1,37,1,16,3,N,N,B,1,11
26821,1,4,12,2,H,H,N,B,B,D,8,B,B,15,3,A,B,Y,88,9,Y,14,A,2,40,1,4,4,Y,Y,E,2,5
26825,1,5,8,2,B,A,N,B,B,D,8,B,B,5,1,A,B,Y,28,8,N,8,A,1,34,1,9,6,Y,Y,E,1,3
26827,2,3,22,2,E,K,Y,B,B,E,12,J,B,20,1,A,J,Y,63,16,N,9,C,2,25,1,23,4,N,Y,A,2,1
26830,3,6,18,2,B,A,Y,B,B,D,12,B,B,15,1,A,I,Y,99,7,N,17,A,2,40,2,21,7,Y,Y,E,2,1
26833,4,19,18,2,N,A,N,B,B,D,3,B,B,15,1,A,A,N,38,9,N,14,A,1,22,1,16,1,Y,N,C,1,6
26834,4,11,13,2,N,C,N,B,B,D,8,A,B,15,3,A,B,N,32,11,N,10,C,2,40,1,24,7,Y,N,E,2,1
26835,3,6,12,4,B,A,N,B,B,D,3,B,B,15,3,A,B,Y,59,6,N,13,C,1,28,1,24,1,Y,Y,E,1,5
26836,2,4,18,1,B,I,N,B,B,E,8,J,B,10,3,A,K,N,51,10,Y,18,A,1,28,1,10,2,Y,N,C,1,12
26837,1,9,1,1,N,C,N,B,B,B,8,B,B,20,1,A,B,N,95,10,N,7,C,3,37,1,19,6,Y,N,E,5,1
26838,1,12,19,5,B,K,N,B,B,E,12,H,B,15,2,H,N,Y,94,10,N,14,C,1,37,1,11,5,Y,Y,E,1,1
26842,1,19,19,3,W,H,N,B,B,D,3,B,B,15,1,A,D,Y,68,13,N,14,A,1,22,1,8,2,N,Y,A,1,1
26843,4,8,16,3,E,K,Y,B,B,E,2,H,B,20,1,A,R,N,95,20,N,14,A,2,37,1,16,2,Y,N,E,2,4
26845,13,14,22,1,E,K,Y,B,B,E,3,H,B,10,3,D,R,Y,87,11,Y,22,C,2,22,1,1,6,Y,Y,E,3,12
26847,6,6,17,4,B,A,N,B,B,D,12,B,B,20,1,A,B,N,50,7,Y,7,A,1,25,1,25,5,Y,N,E,1,1
26849,2,5,14,2,B,A,Y,B,B,D,8,B,A,10,1,A,B,Y,64,10,N,10,C,2,37,1,18,7,Y,Y,E,2,3
26855,4,9,18,4,N,B,N,B,B,D,8,B,B,20,2,A,D,N,30,9,Y,12,B,2,31,1,4,4,N,N,E,2,1
26857,5,11,18,4,N,C,N,D,B,D,3,L,B,15,1,A,I,N,47,8,N,6,A,7,25,3,2,4,Y,N,E,7,2
26858,1,7,13,1,B,A,Y,B,B,D,3,A,B,15,3,A,H,N,40,9,Y,5,C,2,22,1,15,3,Y,N,C,4,1
26859,19,18,15,4,N,K,Y,B,C,E,8,H,B,10,1,A,R,N,67,12,N,5,A,2,40,1,25,5,N,N,A,3,4
26864,1,19,7,5,N,C,N,B,B,D,7,B,B,20,1,A,B,N,28,11,N,4,A,2,40,1,14,5,Y,N,C,4,4
26865,1,9,18,7,B,I,N,B,B,E,7,H,A,10,1,A,K,Y,91,9,N,11,A,2,31,1,10,4,Y,Y,E,2,5
26871,1,5,12,2,C,A,Y,B,B,D,3,A,A,20,2,A,I,N,65,7,N,18,A,1,28,1,19,3,Y,N,D,1,3
26874,1,7,16,5,B,K,Y,B,D,F,7,H,B,20,1,A,R,N,97,6,Y,22,A,2,31,1,16,4,Y,N,E,2,11
26875,7,9,18,2,N,K,N,B,B,F,7,H,B,15,3,A,K,N,59,12,N,4,A,2,25,1,2,7,Y,N,E,3,1
26878,7,14,7,2,B,H,N,B,B,D,2,B,B,10,3,D,I,N,82,9,N,7,A,2,40,1,15,2,Y,N,E,2,2
26879,1,6,7,5,B,A,N,B,B,D,7,B,B,20,1,A,B,N,56,8,N,5,A,2,22,1,23,7,Y,N,E,3,1
26881,1,6,2,1,B,A,N,B,B,D,2,L,B,20,3,A,B,N,52,9,N,18,A,2,34,1,21,7,N,N,D,2,1
26882,5,16,1,1,N,B,N,B,B,D,3,B,B,20,2,A,I,N,14,9,N,5,B,2,25,1,5,6,N,N,A,2,1
26886,1,12,8,3,W,C,N,B,B,D,8,L,B,5,3,A,I,N,81,17,N,3,B,2,25,1,2,7,Y,N,E,2,1
26887,5,6,15,3,B,K,N,B,B,E,2,H,B,20,1,A,K,N,55,12,N,4,C,2,37,1,22,3,Y,N,E,2,1
26889,1,8,13,1,W,C,N,B,B,B,7,B,B,15,3,A,E,N,68,14,N,8,A,2,37,1,2,2,Y,N,E,2,4
26890,5,16,19,3,N,B,Y,B,B,D,7,B,A,20,1,A,G,N,66,8,N,14,A,1,25,1,8,6,N,N,A,1,9
26891,15,19,21,2,N,H,N,B,B,E,2,J,B,20,2,A,R,N,74,13,N,14,E,1,31,1,1,7,N,N,C,2,7
26894,4,15,10,5,N,K,N,B,B,E,8,H,C,20,1,A,K,Y,94,11,N,14,C,1,40,1,23,5,Y,Y,E,1,1
26897,1,4,11,8,N,K,Y,B,B,E,12,J,B,20,1,A,J,N,98,9,N,16,A,2,37,1,7,4,Y,N,C,2,8
26898,4,19,20,4,W,B,N,B,B,D,2,B,B,20,1,A,E,N,41,9,Y,15,B,1,40,1,16,4,N,N,A,1,1
26900,1,2,5,3,C,A,N,B,B,D,3,B,B,10,3,N,B,Y,92,11,Y,8,A,2,37,1,9,4,Y,Y,E,2,2
26902,1,18,6,4,W,B,Y,B,B,D,7,A,B,10,2,A,I,N,66,8,N,22,A,1,28,1,1,3,N,N,E,2,5
26903,4,7,21,7,E,A,N,A,B,D,3,B,B,15,1,N,E,N,99,15,N,15,A,3,40,1,7,6,Y,N,D,3,9
26905,4,7,16,3,B,A,Y,B,B,D,12,B,B,10,3,A,I,N,46,8,N,3,A,2,37,1,14,4,Y,N,E,2,2
26908,2,16,13,3,E,A,Y,B,B,D,12,B,B,15,1,A,I,N,43,11,N,4,A,2,34,1,14,1,N,N,A,2,3
26909,1,9,18,6,N,H,N,B,B,D,7,L,B,20,1,A,D,N,55,13,N,3,B,1,40,1,7,4,N,N,A,1,1
26910,7,18,14,5,B,A,N,B,B,B,7,B,B,15,1,A,I,N,77,9,Y,3,A,3,40,1,23,6,Y,N,E,2,2
26914,4,14,7,1,N,H,N,B,B,D,8,L,B,15,1,A,D,N,84,22,Y,13,A,2,28,1,20,6,Y,N,E,2,2
26915,1,5,21,6,C,A,N,B,B,D,3,B,B,10,1,N,E,N,71,11,Y,10,A,2,34,1,14,5,Y,N,D,2,2
26916,1,9,15,1,N,H,N,B,B,D,12,B,B,20,2,A,I,N,55,13,Y,3,B,2,28,1,4,6,N,N,A,2,1
26917,2,6,6,4,B,A,N,B,B,B,2,B,B,15,3,A,B,N,42,8,N,2,B,2,40,1,20,4,Y,N,E,3,1
26918,4,12,24,6,N,H,Y,B,B,E,12,J,B,20,1,C,R,N,32,17,N,4,B,2,31,1,3,7,N,N,A,3,1
26919,2,12,19,1,N,B,N,B,B,D,3,B,B,10,1,A,A,N,70,11,N,16,A,2,28,1,21,4,Y,N,E,2,1
26920,4,2,13,5,N,K,Y,B,B,E,3,J,B,15,1,A,R,N,88,10,N,16,A,2,40,1,3,2,Y,N,E,2,1
26921,1,17,1,1,N,K,Y,B,B,E,3,H,B,15,3,A,M,N,34,8,N,12,A,2,37,1,19,6,Y,N,E,2,1
26924,8,4,17,2,B,H,N,B,B,D,12,B,B,5,1,A,I,Y,47,9,N,7,A,2,40,1,2,3,Y,Y,E,2,2
26926,1,8,6,4,N,H,Y,D,B,B,12,B,B,5,1,A,B,N,84,13,Y,7,C,2,34,1,12,2,Y,N,E,5,1
26934,2,10,7,5,N,K,N,B,B,F,3,H,B,15,3,A,K,N,29,33,N,8,A,3,37,1,11,3,Y,N,E,7,1
26935,13,12,18,4,N,C,N,B,B,D,12,L,B,20,1,C,I,N,53,12,N,9,B,1,34,1,10,3,N,N,A,2,1
26936,4,14,13,5,N,H,N,B,B,D,12,L,B,20,1,A,D,N,88,25,N,15,A,2,31,1,10,4,N,N,E,2,1
26938,8,7,5,3,N,K,Y,B,B,E,12,H,B,10,1,C,P,N,92,11,N,10,A,3,25,1,19,5,Y,N,E,3,4
26939,1,12,24,2,W,C,N,B,B,D,7,L,D,15,1,C,E,N,42,17,N,2,B,2,28,1,3,4,N,N,A,2,1
26940,3,11,20,1,N,K,N,B,B,E,7,H,B,15,1,A,K,Y,66,14,Y,11,A,1,34,1,14,5,Y,Y,E,1,2
26941,1,8,6,4,N,H,N,B,B,D,3,B,B,15,3,A,B,N,53,13,Y,8,C,2,28,1,1,6,Y,N,D,4,1
26943,3,15,21,3,B,C,N,B,B,D,8,B,B,15,1,A,D,N,76,20,N,11,A,2,31,1,17,7,Y,N,E,2,4
26952,8,5,4,3,N,A,N,B,B,D,7,B,B,5,2,A,B,N,63,7,Y,6,A,1,37,1,13,2,N,N,A,1,3
26953,1,13,22,2,E,C,N,B,B,D,12,L,B,10,3,D,I,N,40,18,N,3,B,1,40,1,3,4,Y,N,C,1,1
26954,2,4,19,1,B,B,Y,B,B,D,12,B,B,20,3,A,A,N,76,12,N,7,B,2,40,1,18,7,Y,N,C,3,1
26955,2,14,16,4,N,K,Y,B,B,E,8,H,B,15,3,A,K,N,82,9,Y,10,A,2,22,1,10,6,Y,N,E,4,6
26957,1,5,14,2,G,B,Y,D,C,D,8,L,D,20,1,C,F,N,35,14,N,12,A,2,40,1,16,7,Y,N,C,2,1
26961,1,15,9,3,E,C,N,B,B,D,3,B,B,20,3,H,I,N,75,18,Y,5,B,2,37,1,13,4,Y,N,E,2,1
26962,4,5,4,3,C,A,Y,B,B,D,12,D,B,20,1,A,B,N,50,8,N,6,A,2,40,1,17,6,Y,N,E,4,1
26963,1,11,19,3,W,C,N,B,B,D,12,L,C,20,1,A,E,Y,69,13,N,5,C,2,31,2,19,6,Y,Y,E,2,1
26965,1,8,6,4,N,C,N,B,B,D,3,B,B,15,1,A,I,N,98,10,N,11,A,3,40,1,2,7,Y,N,E,3,5
26966,5,2,3,1,N,K,Y,B,D,E,12,J,B,10,3,A,K,N,31,11,Y,17,A,2,31,1,3,1,Y,N,D,2,6
26967,1,11,5,3,W,I,N,B,B,E,3,J,B,20,3,A,N,N,31,13,Y,9,A,2,31,1,17,6,N,N,A,4,3
26968,8,11,17,5,N,K,N,B,A,E,2,H,B,20,1,A,R,N,48,20,Y,18,A,1,34,1,2,6,Y,N,E,1,8
